GSM53274	GSM53276	GSM53277	GSM53278	GSM53279	GSM53280	GSM53281	GSM53282	GSM53283	GSM53275	GSM53268	GSM53269	GSM53270	GSM53271	GSM53272	GSM53273
Trim8	13.4442457757541	13.1398651115516	13.1418188681277	13.1487701084984	13.1343582294394	12.8365138771172	13.3331999495837	13.187325939456	13.0025654478112	13.170644123534	13.3543447107285	13.183424795924	13.2544888312958	13.0956077262387	13.031705072703	13.3331999495837
Tnk2	13.1086229008163	13.158831937863	13.091753775695	13.2544888312958	13.0717392770981	12.7052563276255	13.0300004293163	13.1036512520176	13.1190095944956	13.1550637500218	13.1613535597949	13.2625602047615	13.3353847783762	13.4227789352082	13.0487086062704	13.2936264975364
Arf4	13.3170268717822	13.1454291894667	13.3375443336917	13.1913298055734	13.0639042963059	13.0620414727885	13.2819629354318	13.2485670261013	13.1613535597949	13.6487053490354	13.2666095013614	13.4762803501486	13.420322652897	13.4179429843606	13.4860045658157	13.2723349858769
Npepps	13.0758566333713	12.9991097473503	13.1206263945211	13.0408194411073	13.1766280548678	13.2819629354318	13.4246552827084	12.949691182054	13.0040103748721	12.8957509205262	13.2607517823222	13.5525419984805	13.0778054128129	13.4976519089632	13.21541955701	13.183424795924
Pcsk2	13.1125525949406	12.8739117164377	12.9560307823481	12.9704516836308	12.7498912071285	12.9882362982592	12.9440989796265	12.8484076707166	13.1913298055734	12.8559510222978	13.0639042963059	13.0558684618687	13.0821367952504	12.8446680253247	12.9829961511257	13.0426334112614
Dnaja2	12.7678043991635	13.1970716819291	13.1507206653851	12.5935688036126	12.8871265845567	13.22318541678	13.0446612764376	13.4108174628661	12.7697629293096	13.0058732155526	13.2702133197521	13.2251534797733	13.2751357757389	13.2961089181339	13.3222711538666	12.8854744330565
Nfix	13.5596521148808	13.0283283265824	13.2625602047615	13.5982296749789	13.4601274547228	13.400122798212	13.4547299458453	13.3399370541836	13.0502111651923	12.9460799543418	13.2251534797733	13.2327275548693	13.4499961520495	13.3116162345021	13.3016934749043	13.5084023906258
Hras	13.0283283265824	12.9192978064837	12.7863307606966	13.0025654478112	12.9060641490092	12.9075678784336	12.7958779597618	12.9347733000447	12.9001700096065	12.6922411981533	13.0620414727885	12.8688284274073	12.9479206314066	12.9460799543418	12.9177242274244	12.9904416476504
Cxcl14	12.9576776804292	13.0758566333713	13.2723349858769	12.9544736849356	12.9544736849356	13.1267078089481	13.1469392883782	13.0408194411073	12.8840175808764	12.9124809410282	13.0841585292091	13.12401741234	13.1086229008163	13.2061598719019	13.0974065070163	13.0127565070493
Git1	12.9939514212123	12.9479206314066	12.8972859778757	12.9812190965522	12.9812190965522	13.0639042963059	12.8639634169402	13.0202031720064	12.7093841374526	13.0010731690726	12.9192978064837	12.9882362982592	13.21541955701	13.031705072703	13.1305865052379	13.0717392770981
RGD1566359	12.8703095654249	13.1550637500218	13.3016934749043	13.170644123534	13.2251534797733	13.0800541312654	13.5064140699593	13.3375443336917	12.9724476298056	13.5345858047659	13.1226109980928	13.22318541678	13.2041623274962	13.1305865052379	13.1913298055734	13.1285492256198
Ube2j2	13.2061598719019	13.0371598450522	13.352348056007	12.8703095654249	13.158831937863	13.2113112732776	13.2129015799686	12.9544736849356	13.2587160026082	12.8089355388891	13.1436526742761	12.7829763445698	12.966956449389	13.3170268717822	13.0426334112614	13.4905958641456
Ptpn1	13.7615552028488	12.9043977591767	12.7075727977804	13.3016934749043	13.2461623457144	13.1728956240829	13.1172706128091	13.1855617495237	13.2911945943923	13.5202833606761	13.0696707478085	13.1987544957713	13.3207695264196	13.416065976607	13.3713995197381	13.8851754036932
Psma6	13.0558684618687	12.9544736849356	13.0620414727885	12.8611610566489	12.7750919159648	12.8972859778757	12.8311793322022	13.0108611714778	13.1086229008163	13.1321063502764	12.9847753763856	12.9238310202974	12.995851455239	12.6330652002106	12.9206782464751	12.8739117164377
Ndufs7	13.0936912737229	13.1206263945211	12.9939514212123	13.3353847783762	12.9043977591767	13.1436526742761	12.7609929677816	13.0821367952504	13.1418188681277	12.4854359401824	12.8074314841706	12.7437870645359	12.8446680253247	12.415113663931	12.6508137708946	12.8134565200837
Cdipt	13.2587160026082	13.0010731690726	12.9647492274346	13.0521803634021	12.8040899875108	12.9865192052829	12.5584780246664	12.644757519003	13.1343582294394	12.9724476298056	13.0352851762096	13.0521803634021	12.9177242274244	12.8672043767993	13.0283283265824	13.4246552827084
Ube2b	12.9518775563282	13.2390881364027	12.8824440881042	12.9238310202974	13.2374944603026	12.8811128647742	12.9110485558752	12.9518775563282	13.298277552559	12.966956449389	13.0678396650048	13.1686832020109	13.2026506622758	13.1071319771299	13.2799932966823	13.0620414727885
Gsto1	12.8611610566489	12.9110485558752	13.0334653919856	13.1172706128091	12.713010872717	13.0696707478085	13.0758566333713	13.2041623274962	13.0231839818093	13.0267173110967	13.1418188681277	13.0267173110967	13.165028602392	13.1056360687071	13.0956077262387	12.9043977591767
Syn2	12.8824440881042	13.1418188681277	13.2587160026082	13.3222711538666	13.1987544957713	13.165028602392	13.3713995197381	13.1750375886288	13.3222711538666	13.2390881364027	13.4547299458453	13.3245117196606	13.2819629354318	13.4622256390506	13.522522084245	13.1567247344191
Pkia	12.9423286288909	13.0639042963059	13.2773375795016	13.1953475045202	12.9238310202974	13.2443966274333	13.3915986144323	13.1953475045202	13.1364741844198	13.031705072703	13.0127565070493	13.0758566333713	12.9423286288909	12.8009246940031	13.1380933494547	13.1305865052379
Sdc4	13.6817153647393	13.0426334112614	12.611987480062	13.3692083171275	13.3890545269396	13.3306537121893	13.3447222132849	13.3190058019425	13.3055524075885	13.0521803634021	12.8654118027824	12.7269316422762	13.1226109980928	12.9904416476504	13.3845182341557	13.5852895528558
Supt5h	13.7329898774115	13.2443966274333	13.2530607757804	13.5688064255305	13.522522084245	13.3055524075885	12.6163189535127	12.8446680253247	13.4976519089632	12.4047340914439	12.6525480117824	12.326567852648	12.5393661903118	12.209888033849	12.6820558536874	13.1343582294394
Slc6a1	12.5656848206286	12.7198160499029	13.031705072703	12.8467128761017	12.7847483824395	12.7750919159648	13.283840712805	13.2009461923382	12.5442785906119	13.4401111879396	13.1321063502764	13.4134572112371	13.1811223510243	13.2876534158518	13.1507206653851	12.8260760593012
Vps29	12.6938037162615	13.0936912737229	13.4069070504868	13.2113112732776	13.2936264975364	13.1343582294394	13.4838496200429	13.3647719003031	12.8871265845567	13.1811223510243	13.4995545893648	13.3935837023941	13.4246552827084	13.3780601940474	13.416065976607	13.2859699161249
Gstp1	13.1380933494547	13.3821291548147	13.0736170129607	13.166464592659	13.0040103748721	13.3587454246451	12.8383071782726	13.4480662669746	13.1550637500218	12.9206782464751	13.0267173110967	13.0541144268698	12.9544736849356	12.8703095654249	12.8212089352608	12.6415510284219
Kif3c	12.7093841374526	12.9528854387545	13.0127565070493	12.9075678784336	13.3222711538666	12.8559510222978	13.1305865052379	13.21541955701	13.22318541678	13.1634201281673	12.8688284274073	13.1036512520176	13.1147917083502	13.1147917083502	12.9972898404377	13.0878945887725
Pin1	13.0334653919856	12.9923313677143	12.8467128761017	12.9865192052829	12.8824440881042	12.4277556692252	12.8854744330565	12.8231015998924	12.9177242274244	12.9685365829642	13.0025654478112	12.7697629293096	12.7017869905637	12.8383071782726	12.7468277497375	13.0678396650048
Opcml	12.2980539090175	12.8781420980385	13.0147144530334	12.9124809410282	12.4062050187893	12.8987069850948	13.2211039115923	13.426735054523	12.3280605085694	13.0861453276841	13.360819886375	13.1226109980928	13.0487086062704	13.6265659082019	13.303669458426	12.4854359401824
Cdk16	12.9440989796265	12.995851455239	12.8484076707166	12.7553025774855	12.7306317657678	13.2751357757389	12.6998933032578	12.8134565200837	12.8212089352608	12.7735489517555	12.8433256450063	12.6415510284219	13.0025654478112	12.6583862625559	12.7356234532908	12.8688284274073
Pi4ka	12.9812190965522	12.6906785523688	12.66578718043	12.6717852597232	12.9177242274244	12.7323419208868	12.7017869905637	12.7829763445698	12.6717852597232	12.4923115865499	12.9829961511257	13.0902911339237	12.7909321375763	13.2461623457144	13.158831937863	13.1147917083502
Ndufa5	12.8753003461411	12.9359888018174	12.9991097473503	12.8544506271416	12.24533083775	13.0127565070493	12.9404578620919	13.0936912737229	12.4953541596475	12.8672043767993	13.3055524075885	13.1913298055734	13.12401741234	13.283840712805	13.3284546208817	12.9124809410282
Reln	13.3426843544666	12.8446680253247	13.1436526742761	12.9043977591767	13.0371598450522	13.0219851168181	13.2625602047615	13.0075661764585	12.966956449389	13.3116162345021	13.1529801856262	13.3647719003031	13.187325939456	13.0010731690726	12.9124809410282	13.22318541678
Id2	12.7437870645359	12.5843298401131	12.8295117264034	12.8247221338039	12.7939930019434	12.6508137708946	13.0974065070163	13.183424795924	12.6015266471749	13.2702133197521	12.713010872717	13.0040103748721	12.8277503317185	12.9060641490092	13.1285492256198	12.7498912071285
Pde2a	12.9630814713282	12.8703095654249	12.9460799543418	12.7450716093004	12.8753003461411	12.7437870645359	12.8703095654249	12.7992951018277	12.7609929677816	12.9306087158417	12.9273528883969	12.8527714134715	12.686085509102	12.5184510198752	12.6295566409191	13.0758566333713
Taf10	13.1469392883782	13.2485670261013	13.183424795924	13.158831937863	13.3096465627234	13.3375443336917	13.1790406480333	12.8739117164377	13.2649072196451	12.7578511017429	12.8871265845567	12.7863307606966	12.9440989796265	13.1529801856262	12.673525548332	13.283840712805
Lep	13.1766280548678	13.2876534158518	13.3331999495837	13.5084023906258	13.6515008854117	13.3447222132849	13.0426334112614	13.420322652897	13.6214186096366	12.8854744330565	12.9222834966775	12.309271876308	12.5472913906772	12.5871979297572	12.5198334283305	12.7975541957187
Gnptg	13.303669458426	12.9800477060917	12.8871265845567	13.2061598719019	12.7678043991635	12.9590821249858	12.8739117164377	12.9206782464751	13.0678396650048	13.1567247344191	13.031705072703	13.2485670261013	13.2508522677066	13.1036512520176	12.9812190965522	13.3625983990099
Ctsd	12.9923313677143	12.8753003461411	12.9479206314066	12.9306087158417	13.1634201281673	12.3914840411308	13.0183745104124	12.5004944102698	13.1934254790889	12.8120150485191	12.9022818215656	13.0639042963059	13.0040103748721	13.0390189700771	12.8703095654249	13.1125525949406
Gucy1b1	11.9088572660997	12.5327456863699	12.6508137708946	12.2589430422363	12.3743276615029	12.3144771016742	12.4696353317228	12.7697629293096	12.4196554541803	12.9110485558752	12.7306317657678	12.8574846851773	12.614755213919	12.8295117264034	12.5921406994809	12.2601292900314
Vmp1	12.5208012006722	12.6163189535127	12.7766621129408	12.6415510284219	12.4167971550318	12.7036742757269	12.8009246940031	12.6753521536285	12.8383071782726	12.8402357110564	12.7450716093004	12.9001700096065	12.8134565200837	13.0283283265824	12.8247221338039	12.6131944686739
Cd63	12.9290993196934	12.932819969254	13.0678396650048	12.9528854387545	13.1285492256198	12.9742878222977	13.0600706955822	13.166464592659	12.9528854387545	13.8232945329044	13.165028602392	12.9612805388676	12.748322394162	12.9347733000447	13.1454291894667	13.2083669610013
Slc2a1	12.995851455239	12.2687692600679	12.7306317657678	13.1036512520176	13.1071319771299	12.8840175808764	13.0821367952504	13.2702133197521	13.0936912737229	13.2911945943923	12.6703424525804	12.8277503317185	13.1634201281673	13.0558684618687	13.3890545269396	12.9829961511257
Pacs1	12.8311793322022	13.1436526742761	13.0878945887725	13.1418188681277	13.0127565070493	13.1125525949406	12.8433256450063	13.1343582294394	13.1811223510243	13.0696707478085	12.937551366033	12.6525480117824	12.7356234532908	12.6951805492505	12.6831989232054	12.8009246940031
Msl1	12.8181349020018	13.0861453276841	13.2911945943923	13.165028602392	13.0658737874416	13.0025654478112	13.3096465627234	13.1086229008163	12.9923313677143	12.8703095654249	13.1766280548678	13.0878945887725	12.9764904754207	13.3306537121893	12.8415763405924	12.9290993196934
Cnbp	12.55702138921	12.6369014526768	12.9306087158417	12.4990394444665	12.6263926936556	12.7386573655308	13.0991167150035	13.170644123534	12.4250420565319	13.0219851168181	12.9724476298056	13.2508522677066	13.166464592659	13.2113112732776	13.4480662669746	12.6461226733835
B2m	13.0231839818093	13.0300004293163	12.8089355388891	13.031705072703	12.7150343752696	12.6831989232054	12.8767295847222	13.0736170129607	13.0390189700771	13.5323817531506	13.0371598450522	13.165028602392	13.2113112732776	12.8888886048386	12.9192978064837	12.8888886048386
Ppp2r5a	12.5413958354281	12.9273528883969	12.8840175808764	12.9177242274244	13.0558684618687	13.1036512520176	13.0678396650048	12.9257617067029	12.5886784869813	12.644757519003	12.8987069850948	12.6951805492505	12.5254323410889	12.9110485558752	12.6554794856042	13.0300004293163
Ndufb5	12.7923564750449	12.8089355388891	12.8365138771172	12.8781420980385	12.937551366033	13.0991167150035	12.5986338268175	12.7283937318389	12.5004944102698	12.7609929677816	12.9110485558752	13.0352851762096	12.8943022292594	12.9784411050075	13.0936912737229	12.8871265845567
Nfib	13.684024643146	13.2859699161249	13.4674163283605	13.7169065143464	13.5791037122543	13.4401111879396	13.3504943895971	13.4647163800675	13.3935837023941	13.1343582294394	13.3821291548147	13.3800976400103	13.3845182341557	13.3563256718354	13.0991167150035	13.6071117160752
Tmem59	12.9847753763856	13.0878945887725	13.0108611714778	13.1380933494547	12.995851455239	12.7643508343481	13.1190095944956	12.9075678784336	12.8721311279265	13.1454291894667	12.9882362982592	13.240895874231	13.1728956240829	13.2327275548693	13.0371598450522	13.0040103748721
Nrcam	12.9092031384231	12.8888886048386	13.1172706128091	12.8987069850948	12.8446680253247	12.6846184456067	13.158831937863	13.1147917083502	12.8753003461411	13.2129015799686	13.1790406480333	13.1811223510243	13.1934254790889	13.1766280548678	13.2113112732776	12.9972898404377
Rara	13.2649072196451	13.6515008854117	13.1056360687071	13.3758353301336	13.5267034013761	13.4108174628661	13.1567247344191	13.5852895528558	13.3466714063648	12.8415763405924	13.0075661764585	12.4004043672808	12.6769448909096	12.9043977591767	12.7437870645359	13.0991167150035
Suclg1	13.1321063502764	12.9177242274244	12.9060641490092	12.9991097473503	13.0600706955822	12.7183570095619	12.9423286288909	12.7939930019434	12.8909615415671	13.1953475045202	13.0231839818093	13.0658737874416	13.0902911339237	12.9939514212123	12.7829763445698	13.1728956240829
Syt5	13.3504943895971	13.0902911339237	12.9404578620919	13.303669458426	13.1487701084984	12.77183330669	12.9161300365939	12.5968681770141	13.2189996478565	13.0426334112614	12.6938037162615	12.8753003461411	12.6672923478256	12.5986338268175	12.9110485558752	12.8811128647742
Srsf5	12.9390502759332	12.6717852597232	12.8040899875108	12.8909615415671	12.5442785906119	12.9685365829642	13.0696707478085	13.352348056007	13.0841585292091	13.1418188681277	12.9001700096065	12.8703095654249	13.0075661764585	12.8854744330565	13.2891568859134	12.8433256450063
Edf1	13.0446612764376	13.0127565070493	13.0300004293163	12.8415763405924	12.9630814713282	12.5793110755134	12.9784411050075	12.7371824184786	13.158831937863	12.9347733000447	12.9630814713282	13.046993080699	12.9904416476504	12.8574846851773	12.8120150485191	13.0841585292091
Ccng1	12.7697629293096	12.7036742757269	12.7878858752002	12.5095218668971	11.9457655849872	13.4860045658157	12.9273528883969	12.8654118027824	12.3609109430544	12.6626939131476	12.9704516836308	12.6687351533827	12.9238310202974	12.8508935183173	13.3868271111983	12.7578511017429
Myadm	13.1934254790889	13.0658737874416	13.0219851168181	13.1343582294394	13.22318541678	13.0502111651923	13.0502111651923	12.892679386652	13.3426843544666	13.3543447107285	13.0778054128129	13.0821367952504	12.9685365829642	12.8611610566489	12.8721311279265	13.3055524075885
Ncl	13.1728956240829	12.949691182054	12.6596258641902	13.046993080699	12.7697629293096	12.7909321375763	13.1206263945211	12.9972898404377	12.7150343752696	13.2211039115923	13.1750375886288	13.0717392770981	13.1172706128091	13.0974065070163	13.5267034013761	12.8212089352608
Pdyn	13.426735054523	13.416065976607	13.0058732155526	13.5108518584867	13.6265659082019	13.4528189293432	13.1380933494547	13.3116162345021	13.3713995197381	12.5935688036126	12.7975541957187	12.7323419208868	12.7498912071285	12.7052563276255	12.4631091634511	13.0696707478085
Huwe1	12.859521498025	13.0352851762096	13.1036512520176	13.0352851762096	13.0058732155526	13.2061598719019	12.9043977591767	12.9904416476504	13.0487086062704	12.7052563276255	13.0010731690726	12.7534441266257	12.9972898404377	12.7566739917801	12.8654118027824	12.9404578620919
Slc25a17	13.3935837023941	13.2061598719019	13.1487701084984	13.21541955701	13.4442457757541	13.3961812623516	13.4024519348611	12.8074314841706	13.0821367952504	12.8181349020018	12.9742878222977	12.9560307823481	13.1305865052379	13.1507206653851	12.9460799543418	13.420322652897
Gas6	12.8721311279265	12.9704516836308	13.1529801856262	12.966956449389	12.8972859778757	13.2390881364027	12.6753521536285	12.7566739917801	13.0778054128129	12.8943022292594	13.0093579278016	12.8840175808764	12.8559510222978	12.6554794856042	12.7923564750449	12.9939514212123
Hadha	13.1987544957713	13.2113112732776	12.8739117164377	13.298277552559	13.1613535597949	13.1507206653851	12.5871979297572	13.0183745104124	13.2095101092118	12.8781420980385	13.1398651115516	12.8672043767993	12.7269316422762	12.4238717363711	12.6045590817853	12.8824440881042
Ap1b1	13.2751357757389	12.7697629293096	12.6893581354529	13.1613535597949	13.165028602392	13.0334653919856	12.6354492179473	12.8120150485191	13.3306537121893	12.8688284274073	12.8212089352608	12.6569868006443	12.8102910449571	12.5198334283305	12.7534441266257	13.1750375886288
Naca	12.7108931012107	12.9812190965522	13.110361970446	12.8654118027824	12.9479206314066	12.5710666825026	13.1015519064999	13.0010731690726	12.9075678784336	13.0408194411073	12.9238310202974	13.1190095944956	12.9847753763856	13.1285492256198	12.8987069850948	12.8446680253247
Septin8	12.0460471876626	12.5285810976921	12.0782875715056	12.66578718043	12.5038575876048	12.4741255157524	12.0267414470991	12.5095218668971	12.2738941166789	12.5064038710976	12.6431535616255	12.4741255157524	12.4263817435842	12.3847530679615	12.4549167411755	12.279378113466
Timp2	12.9784411050075	13.0147144530334	13.1811223510243	12.6787698213596	12.8739117164377	13.1226109980928	12.5775439171785	13.0168454063336	13.165028602392	13.0390189700771	12.8153732959054	13.2723349858769	12.9060641490092	12.6820558536874	12.9257617067029	12.8639634169402
Lbh	12.8888886048386	13.0108611714778	13.0267173110967	12.8040899875108	12.6067517136438	12.2980539090175	12.9704516836308	12.8089355388891	12.5537440578963	13.1125525949406	13.0108611714778	13.0426334112614	12.9460799543418	13.1436526742761	12.9784411050075	13.1086229008163
Syt4	12.3662954806408	12.5584780246664	12.5656848206286	12.3861995354539	12.2431291869014	12.4031466203213	12.7294591800486	12.7534441266257	12.3890880206068	12.9939514212123	12.66578718043	12.8611610566489	12.8311793322022	12.6230563651649	12.8383071782726	12.6354492179473
Rnf112	13.0991167150035	12.7566739917801	12.6717852597232	13.1436526742761	13.0521803634021	12.9390502759332	12.8824440881042	12.7356234532908	13.4377487453381	12.892679386652	12.6330652002106	12.781285912212	12.9784411050075	12.9440989796265	12.7566739917801	13.166464592659
Pde4b	12.6281115555301	12.3927735017851	12.7992951018277	12.2867595271704	12.2084554055701	12.5110303812739	13.0010731690726	12.4073324039222	12.5697144172836	13.0902911339237	12.7269316422762	12.8026360658591	12.8527714134715	12.781285912212	12.8824440881042	12.6569868006443
Npy	12.9022818215656	12.6583862625559	12.2766151254994	12.7894432235929	12.5004944102698	12.4913255606226	12.4576001377556	12.0620321247971	12.3082593274904	12.3250445744326	12.4725598186329	12.6431535616255	12.4088201865343	12.4318288654381	12.5429619977169	12.9685365829642
Tjp1	12.8212089352608	12.7643508343481	12.932819969254	12.8120150485191	12.9847753763856	13.0736170129607	13.2876534158518	13.0878945887725	12.6906785523688	13.0717392770981	12.9991097473503	12.9923313677143	13.0678396650048	13.2041623274962	12.9685365829642	13.0058732155526
Schip1	12.5858897545512	13.5084023906258	13.8059605933879	12.713010872717	13.6755954456781	13.1970716819291	13.4285807261742	12.8181349020018	12.9865192052829	13.0658737874416	12.575914991804	12.7662009693608	12.7534441266257	12.7036742757269	12.77183330669	12.3621226490081
Pcmt1	12.5508917563866	12.8120150485191	12.9359888018174	12.9022818215656	12.7894432235929	12.8153732959054	12.9972898404377	13.0426334112614	12.8089355388891	12.9630814713282	13.0058732155526	12.9904416476504	12.9923313677143	13.1267078089481	13.0577511984122	12.7269316422762
Homer1	12.2906469098845	12.6966708868059	12.7735489517555	12.3017872430084	12.2867595271704	12.66578718043	12.3927735017851	12.6045590817853	12.3215426899287	12.3609109430544	12.7662009693608	12.5697144172836	12.5871979297572	12.8134565200837	12.7404481611511	12.3877691971673
Pdia6	12.7075727977804	12.8611610566489	12.5354451070175	12.7697629293096	12.5393661903118	12.4445383331257	12.376820623376	12.8260760593012	12.5935688036126	12.9060641490092	13.2189996478565	12.8957509205262	12.8753003461411	12.77183330669	12.7939930019434	12.5584780246664
Zfp106	12.8260760593012	12.5710666825026	12.7847483824395	12.9359888018174	12.949691182054	12.8957509205262	12.9923313677143	12.7878858752002	12.6687351533827	12.5807833934644	12.624800701472	12.6263926936556	12.7566739917801	12.7628572734971	12.6263926936556	12.8987069850948
Nrxn1	12.8854744330565	12.5442785906119	12.7797755423822	12.8508935183173	12.3592108975006	12.8383071782726	12.8527714134715	12.4936326628881	12.6461226733835	12.4138995577698	12.8134565200837	12.7609929677816	12.8344465163824	12.86282500627	12.8527714134715	12.8508935183173
Ormdl3	13.2891568859134	12.9390502759332	12.7939930019434	12.937551366033	13.046993080699	12.9847753763856	12.8794706999824	12.7340992674181	13.0300004293163	13.1398651115516	12.7894432235929	12.9359888018174	12.8433256450063	12.8402357110564	12.9238310202974	13.4353120124991
Bad	13.0800541312654	12.8383071782726	12.9043977591767	12.932819969254	12.914201028741	12.9177242274244	12.6966708868059	12.8781420980385	12.9764904754207	12.9518775563282	12.9177242274244	13.1953475045202	12.949691182054	13.0487086062704	12.7662009693608	12.9784411050075
Myrf	13.5388131354771	13.0541144268698	13.0093579278016	13.3625983990099	13.5525419984805	13.1398651115516	13.2009461923382	13.2189996478565	13.360819886375	13.1750375886288	13.1305865052379	13.0219851168181	13.170644123534	13.2095101092118	12.8446680253247	13.3265436503127
Ptk2b	13.7050669180635	13.110361970446	13.0956077262387	13.6918729477558	13.3647719003031	13.3399370541836	13.0541144268698	13.3331999495837	13.2443966274333	13.12401741234	13.091753775695	13.1056360687071	13.4328799995738	13.0267173110967	13.2544888312958	13.240895874231
Gsk3a	12.9724476298056	12.9257617067029	12.8311793322022	13.0334653919856	13.0300004293163	12.8134565200837	12.6032224182301	12.9192978064837	13.1487701084984	12.6893581354529	12.8972859778757	12.4549167411755	12.5807833934644	12.5413958354281	12.7052563276255	12.7894432235929
Slc1a1	13.0821367952504	13.3170268717822	13.1285492256198	13.1987544957713	13.2443966274333	13.3096465627234	13.3758353301336	13.0267173110967	13.1855617495237	13.0558684618687	13.2374944603026	13.0502111651923	13.2666095013614	13.4547299458453	13.1987544957713	13.3504943895971
Eif3b	13.283840712805	13.0956077262387	12.8009246940031	13.1206263945211	13.1891754118367	12.7306317657678	12.9206782464751	12.9829961511257	13.2327275548693	12.7183570095619	12.9904416476504	12.8074314841706	12.8089355388891	12.5968681770141	12.8840175808764	13.4089148896335
Svop	13.3758353301336	13.187325939456	12.9612805388676	13.0202031720064	12.9764904754207	13.0821367952504	12.8888886048386	12.5393661903118	12.9423286288909	12.5004944102698	12.9124809410282	12.7894432235929	13.0058732155526	12.433250724617	12.7735489517555	13.170644123534
Trappc1	12.7517865571195	13.1086229008163	13.1267078089481	12.859521498025	12.9742878222977	13.2271151305307	13.0219851168181	12.8703095654249	13.0426334112614	12.5270107629799	12.914201028741	12.8467128761017	12.8167647480859	13.0778054128129	12.7249402208832	12.9110485558752
Zranb2	12.5167727415576	12.6787698213596	12.9518775563282	12.6000429254453	12.5021672771296	12.5095218668971	12.7863307606966	13.0861453276841	12.6877694350856	13.0620414727885	12.9290993196934	13.2009461923382	13.0600706955822	13.2443966274333	12.8781420980385	12.6608786921461
Syt17	12.7231369544374	13.0577511984122	13.0936912737229	12.7678043991635	13.0010731690726	12.7878858752002	12.86282500627	12.7294591800486	12.6596258641902	12.66578718043	12.5807833934644	12.8195412720863	12.7371824184786	12.686085509102	12.5508917563866	12.8753003461411
Taldo1	13.4089148896335	13.0521803634021	12.7909321375763	12.9390502759332	12.9518775563282	12.9923313677143	13.0025654478112	12.713010872717	12.6966708868059	13.0371598450522	13.0426334112614	13.1454291894667	13.1750375886288	13.1750375886288	12.8871265845567	13.426735054523
Gpx1	12.7578511017429	12.7662009693608	12.9784411050075	12.3486910100443	12.120334880287	13.3133645103648	12.356832015097	12.6608786921461	12.9110485558752	12.9273528883969	13.1086229008163	13.1634201281673	12.8026360658591	12.4662449237343	12.966956449389	12.5327456863699
Eloc	12.937551366033	12.8365138771172	12.9075678784336	13.0558684618687	12.8721311279265	12.7735489517555	12.9001700096065	13.046993080699	12.9460799543418	13.2625602047615	12.8181349020018	12.995851455239	12.9590821249858	12.8654118027824	13.1418188681277	12.6831989232054
Agtpbp1	12.7829763445698	12.5198334283305	12.5744723997889	12.7939930019434	12.6877694350856	12.6583862625559	12.7517865571195	12.8753003461411	12.7283937318389	12.9904416476504	12.7797755423822	12.8326637443348	12.9192978064837	12.7249402208832	12.8102910449571	12.8781420980385
Rpl36al	12.6554794856042	12.8415763405924	12.86282500627	12.9479206314066	12.8247221338039	12.8909615415671	12.7356234532908	12.8311793322022	12.5611743389239	12.7108931012107	12.8840175808764	12.8383071782726	12.7553025774855	13.0300004293163	13.0446612764376	12.7371824184786
Ptp4a2	12.5021672771296	12.7422549432029	12.5986338268175	12.7356234532908	12.6354492179473	12.6687351533827	12.5921406994809	13.0334653919856	12.6032224182301	12.6703424525804	12.8365138771172	12.7958779597618	12.7595170964831	12.9742878222977	12.8972859778757	12.6583862625559
Apc	13.0183745104124	12.6703424525804	12.4870251178757	12.7878858752002	12.859521498025	12.9257617067029	12.8326637443348	12.6877694350856	12.5236933832717	12.5871979297572	12.6583862625559	12.614755213919	12.8767295847222	12.7797755423822	12.7498912071285	13.0267173110967
Fasn	13.4928075386163	13.2625602047615	13.024700036339	13.2819629354318	13.1172706128091	13.2485670261013	13.0075661764585	13.0352851762096	13.4995545893648	13.0541144268698	13.0541144268698	13.0991167150035	13.1613535597949	12.9290993196934	13.1790406480333	13.3758353301336
Atp2b1	13.0861453276841	12.6000429254453	12.7534441266257	12.8212089352608	12.6295566409191	12.6998933032578	12.8446680253247	13.1418188681277	12.5487898070653	12.9612805388676	13.0758566333713	12.9222834966775	13.1891754118367	12.9560307823481	13.1686832020109	12.8467128761017
Tmem47	11.9303216542161	12.624800701472	12.9206782464751	12.5220423544387	12.6893581354529	12.8167647480859	12.8688284274073	12.7422549432029	12.631615777175	12.7566739917801	12.7198160499029	13.0778054128129	12.9273528883969	13.1913298055734	12.9075678784336	12.376820623376
Hnrnpa2b1	12.5724635684958	12.8654118027824	13.1364741844198	12.9222834966775	13.0390189700771	12.8260760593012	13.420322652897	13.1071319771299	12.6493608999437	13.1015519064999	12.9764904754207	12.9784411050075	13.024700036339	13.3245117196606	13.1086229008163	12.7450716093004
Cdo1	13.4860045658157	13.2009461923382	12.8672043767993	13.4480662669746	13.2026506622758	13.2607517823222	12.9222834966775	13.442157842634	13.1454291894667	13.158831937863	13.3016934749043	13.1398651115516	13.2649072196451	13.024700036339	13.2702133197521	13.0956077262387
Serinc3	12.8415763405924	12.6998933032578	12.6295566409191	12.6045590817853	12.5051649714916	12.4182490072752	12.9124809410282	13.1454291894667	12.3501628815602	13.1226109980928	13.0521803634021	13.031705072703	13.0127565070493	13.21541955701	13.1364741844198	12.995851455239
Mog	13.1811223510243	12.7017869905637	12.6281115555301	13.0446612764376	13.0408194411073	12.8344465163824	12.7437870645359	12.9479206314066	12.4696353317228	13.2026506622758	12.9518775563282	13.2702133197521	13.3821291548147	13.5370700350185	12.9043977591767	12.966956449389
